54	14	53	35	66	5	84	8	84	33	80	99	62	57	41	34	100	61	9	80	63	50	49	75	10	73	95	99	27	1	54	62	76	35	18	53	21	46	1	45	40	23	35	66	47	58	35	27	10	42	88	39	19	67	1	27	36	18	86	14	82	34	67	99	3	18	91	37	9	91	29	20	91	19	28	35	74	10	9	25	42	84	61	76	48	65	52	34	4	71	64	52	60	81	25	27	44	32	45	51
61	91	16	16	14	23	16	72	88	13	45	30	2	96	53	98	69	52	68	95	23	82	41	70	69	6	75	64	53	75	53	77	83	86	59	24	73	54	25	11	26	56	96	48	76	7	35	25	56	17	81	73	60	10	76	41	78	5	3	41	9	88	60	46	43	55	49	37	23	27	12	48	72	35	97	3	61	49	16	46	12	17	44	59	23	91	54	50	45	53	68	89	91	54	31	31	90	11	4	7
50	74	11	86	96	11	24	23	67	31	91	83	29	55	4	93	34	58	59	49	48	5	68	89	24	85	14	71	88	63	88	90	11	35	49	37	89	69	13	33	95	8	49	18	13	26	64	7	37	55	3	8	49	3	93	51	9	46	87	57	37	45	86	91	1	9	49	42	33	79	86	94	72	13	26	21	49	64	24	48	7	19	7	43	26	94	22	41	74	76	28	80	100	43	53	11	31	18	88	2
44	97	40	60	82	80	20	23	69	98	71	5	47	75	47	64	51	14	37	82	40	61	45	38	74	16	3	41	2	60	12	43	76	38	12	43	72	21	98	75	37	41	32	74	90	16	29	99	5	70	48	1	84	16	11	74	4	94	15	34	33	93	4	92	88	93	28	33	7	88	68	46	68	96	97	98	62	17	1	19	52	8	42	91	89	7	57	41	19	96	19	21	54	46	84	85	18	89	46	20
57	55	91	51	6	21	53	24	36	57	12	99	55	20	40	30	93	60	93	17	23	88	56	82	51	28	50	89	15	89	70	39	97	51	80	1	71	54	32	66	94	59	98	31	81	47	55	14	91	34	10	80	54	97	96	58	68	31	13	66	90	43	61	29	29	69	91	24	9	44	2	31	34	51	88	84	35	18	5	7	75	60	1	22	93	89	55	17	17	65	97	62	97	95	83	45	76	87	20	24
66	4	29	63	15	39	15	69	28	87	67	9	44	35	39	84	12	84	54	15	5	85	80	56	12	46	82	99	95	31	96	19	27	42	86	70	22	81	26	60	1	29	6	83	68	44	89	82	10	86	40	38	16	52	28	1	62	14	68	24	26	36	8	19	58	86	90	22	67	63	93	84	34	15	14	60	87	79	2	19	1	10	45	20	6	82	93	23	45	82	47	21	75	86	32	30	28	27	46	60
55	68	27	25	2	20	18	90	81	95	29	67	83	40	90	92	44	76	60	30	84	5	38	30	23	7	18	81	96	37	58	84	66	45	83	23	5	25	44	68	74	12	39	71	1	26	40	88	98	66	93	65	65	23	63	44	69	55	12	49	72	61	80	31	91	19	60	12	62	46	57	39	42	48	86	69	36	28	62	98	13	59	88	75	23	81	47	51	85	40	26	47	10	35	44	96	26	1	47	95
47	32	10	51	12	51	82	82	97	83	97	90	43	85	16	57	56	51	42	77	3	5	45	94	84	9	20	48	57	39	11	63	45	6	84	11	26	24	51	61	20	35	62	67	27	7	58	89	66	69	83	43	58	27	20	58	92	26	63	16	49	40	32	70	37	9	86	15	90	47	30	83	82	73	89	3	9	38	70	45	3	42	6	100	97	17	31	66	36	73	73	34	72	68	55	46	93	90	56	96
82	5	14	83	6	36	78	61	42	35	78	19	84	74	29	58	7	78	42	83	17	11	95	25	33	60	95	83	47	88	68	54	45	47	17	81	52	14	92	9	73	89	28	31	29	51	90	48	79	74	62	81	65	52	78	85	71	71	3	41	56	4	4	76	79	72	23	50	94	87	62	30	38	44	33	40	17	32	38	28	64	57	4	90	47	11	69	14	6	45	12	8	67	29	57	12	46	29	25	55
7	32	15	96	67	75	35	25	53	72	96	27	45	59	1	1	25	12	71	100	76	20	88	17	91	6	73	51	89	2	9	72	53	22	18	37	50	27	31	89	40	82	4	69	23	78	25	78	16	13	72	65	49	73	16	14	69	96	88	55	30	95	100	24	20	57	15	83	4	40	52	31	35	52	62	45	37	79	37	47	89	24	96	36	78	73	36	48	38	5	75	30	99	90	27	20	51	5	73	6
21	30	67	86	43	2	11	67	88	61	92	55	24	83	53	9	33	90	74	1	67	91	35	64	20	22	23	4	38	1	83	89	28	30	56	95	33	75	64	64	16	83	98	24	45	7	61	32	63	70	81	66	2	96	11	40	37	90	28	53	98	66	12	43	9	29	40	60	20	74	71	60	95	69	75	24	41	20	44	55	14	39	27	67	61	46	21	76	58	62	59	62	45	87	99	29	75	66	99	17
15	75	58	87	76	58	77	3	57	8	83	23	69	52	73	75	98	35	17	99	1	37	89	33	16	47	100	23	16	50	1	92	13	77	97	93	97	60	46	52	73	85	71	9	55	17	66	1	23	38	56	54	12	30	43	38	89	21	67	54	39	47	91	91	89	74	31	19	78	51	40	18	12	16	3	44	98	30	20	57	66	80	70	51	47	8	98	17	70	30	23	74	54	57	89	50	72	51	19	17
43	83	14	92	6	29	25	100	31	19	33	79	50	53	81	13	33	52	94	31	1	84	4	66	47	83	83	48	48	43	85	39	25	83	84	69	50	73	34	43	19	29	34	85	91	53	39	9	75	45	80	72	5	25	97	90	49	73	68	37	88	49	9	72	91	51	49	93	29	88	5	59	35	35	40	100	68	52	10	45	82	43	12	89	86	95	11	95	22	59	61	21	86	35	27	52	93	87	59	75
7	44	11	56	45	1	2	99	50	93	35	51	29	65	22	41	57	6	6	65	5	52	20	72	56	34	87	85	96	78	16	44	98	20	63	40	36	18	51	55	29	47	30	84	21	3	31	4	96	17	14	5	20	32	59	37	48	21	42	70	18	20	71	52	62	14	82	36	7	13	65	62	35	87	29	50	35	50	51	79	91	14	80	65	75	7	100	26	85	78	36	71	26	100	38	10	51	25	31	59
29	59	67	51	4	80	50	73	56	57	63	7	39	31	64	4	38	30	92	56	37	100	73	42	81	27	53	60	29	54	57	71	26	97	99	84	9	92	24	97	62	92	63	37	2	96	59	88	45	55	21	56	58	66	31	8	87	6	14	83	66	90	79	34	62	99	59	95	69	70	36	20	10	69	34	63	99	50	55	53	89	94	53	67	31	26	48	62	15	73	67	92	20	51	7	11	73	61	23	47
90	25	48	62	72	7	100	78	96	10	15	26	54	79	78	8	49	97	38	25	81	70	88	42	61	98	100	37	61	76	72	90	3	40	3	42	100	55	97	38	68	90	43	12	17	49	17	66	46	64	45	66	51	62	21	54	21	66	88	64	8	43	35	74	43	88	25	75	69	65	79	28	25	76	38	61	68	7	11	32	50	65	15	28	61	67	72	54	88	82	88	82	18	38	14	36	30	58	92	29
93	4	37	67	68	82	97	99	58	79	61	62	36	12	58	47	26	1	35	25	9	88	32	24	44	69	3	29	2	93	52	69	45	75	19	29	40	100	59	62	78	57	21	16	32	64	42	72	3	79	31	41	85	48	69	60	9	95	32	34	2	10	59	91	63	14	97	15	97	61	32	28	36	7	80	71	92	45	3	98	18	35	88	64	100	50	39	96	38	80	99	57	80	88	38	99	42	86	33	98
100	35	59	82	29	58	99	45	48	98	8	42	28	69	26	20	77	23	76	99	3	63	66	14	61	65	96	78	33	99	82	100	69	34	1	73	26	71	81	28	74	12	28	11	97	61	49	63	7	75	92	99	63	93	21	50	69	33	57	53	92	4	55	77	51	62	88	97	91	81	17	89	99	67	79	96	25	28	13	49	78	49	69	23	78	73	25	22	99	39	33	9	64	52	36	13	84	100	76	82
22	18	47	71	22	73	49	78	24	77	5	7	53	26	73	6	82	37	17	47	75	78	50	67	39	98	2	92	44	14	53	24	31	59	97	2	13	49	13	88	46	78	93	14	64	82	29	11	2	88	82	59	73	72	76	51	39	19	54	71	17	19	50	35	80	65	64	40	13	21	40	58	28	12	15	73	86	31	96	60	4	19	8	59	96	13	56	4	35	60	68	52	19	43	6	5	23	44	36	21
4	94	21	16	66	88	46	7	36	66	54	92	38	54	18	96	76	91	85	89	26	17	93	70	98	55	36	24	34	14	2	29	5	24	11	98	62	45	38	8	87	88	15	71	26	70	22	63	15	47	7	38	76	94	25	47	20	5	66	10	27	56	53	57	92	37	42	10	79	46	52	44	42	6	53	44	74	94	12	34	41	78	58	46	31	3	10	73	43	91	71	50	78	41	79	80	52	25	65	82
97	44	14	29	49	93	22	49	44	57	30	85	23	47	59	47	12	95	85	23	49	46	69	57	94	67	6	70	55	49	62	1	43	49	51	90	32	57	90	10	46	93	75	67	16	58	44	27	90	78	59	59	14	92	80	63	66	57	33	60	49	69	4	33	4	1	46	100	26	3	65	95	34	22	77	16	42	1	87	39	3	83	29	19	63	85	31	65	20	22	15	52	79	33	37	48	96	93	53	44
11	38	65	99	29	30	69	73	74	41	37	74	78	72	54	67	63	43	98	47	17	37	43	3	77	13	23	52	56	19	81	22	69	87	85	4	50	47	7	12	7	93	25	8	88	67	76	97	80	41	89	34	36	65	30	51	31	80	1	98	14	84	66	28	50	48	65	89	92	51	9	87	70	62	12	70	11	41	75	83	51	20	47	39	74	32	4	55	45	43	51	22	79	70	8	3	39	25	87	21
43	21	15	36	49	28	40	17	48	73	89	71	35	74	83	12	84	1	16	80	17	44	55	59	66	28	27	3	47	90	50	45	18	53	86	27	29	21	24	80	3	32	3	14	32	100	95	66	91	100	7	96	60	25	74	84	81	87	24	75	52	7	54	86	91	77	1	39	17	8	96	67	54	66	70	76	13	61	11	24	57	6	58	58	6	81	11	97	26	56	17	34	85	47	49	75	27	89	8	28
18	51	9	32	87	38	75	75	63	52	28	93	15	99	58	10	91	99	19	75	92	71	46	15	31	32	1	17	33	4	75	71	22	75	10	86	55	51	87	2	1	80	40	70	86	60	39	2	86	11	21	61	18	26	100	33	37	65	22	11	45	84	29	64	79	81	23	25	57	68	59	67	38	3	31	31	20	79	9	41	34	35	35	71	80	69	61	13	15	34	48	87	68	10	80	17	97	71	59	77
49	67	45	84	10	48	33	14	21	94	73	17	3	35	14	11	45	58	13	64	3	13	23	54	36	89	38	38	25	63	60	28	43	29	12	70	92	20	81	70	46	69	98	59	71	47	49	54	20	27	33	26	16	4	8	44	42	70	46	40	83	71	85	56	87	20	100	50	61	67	27	40	29	3	75	97	78	33	51	58	95	42	97	76	87	84	44	80	67	31	19	40	15	27	33	71	43	87	47	51
7	37	53	85	45	30	63	7	25	94	25	95	52	38	76	21	66	34	70	36	56	61	6	10	21	75	79	92	76	46	48	44	67	25	10	36	63	23	9	3	56	90	11	3	17	40	32	21	21	32	22	81	79	28	26	87	25	15	15	25	76	35	43	64	10	99	68	35	22	99	42	69	40	94	49	48	79	10	86	35	82	77	41	22	73	80	86	8	65	67	39	48	44	87	19	99	49	36	25	48
61	24	55	48	26	27	24	25	69	32	54	85	9	38	94	77	42	77	12	24	25	61	37	8	56	28	1	26	17	31	48	37	90	99	6	49	83	65	68	78	11	95	93	86	39	51	87	40	38	83	73	95	53	28	45	69	46	46	53	71	12	7	80	24	63	75	72	65	62	43	26	77	48	94	88	58	82	25	20	32	40	24	39	12	80	52	18	59	7	25	99	24	75	26	7	56	97	65	49	51
57	11	62	76	35	75	56	58	40	28	64	29	46	48	40	73	88	100	9	99	62	83	94	75	93	21	78	38	22	45	40	81	80	68	81	6	29	40	30	78	67	36	67	77	57	96	25	54	79	3	69	53	85	62	40	7	13	67	54	30	60	79	80	93	79	14	1	73	90	14	18	89	23	95	43	44	4	87	96	18	54	6	92	87	93	97	71	52	61	92	29	49	12	3	19	74	51	79	78	27
70	80	40	84	70	13	17	28	69	27	14	29	77	37	35	48	73	42	80	32	26	75	69	20	34	56	86	95	68	87	51	63	16	66	56	29	83	40	56	82	16	32	32	6	57	66	89	83	52	34	29	37	82	24	94	58	36	48	97	17	34	98	57	63	73	63	92	12	76	45	57	35	72	27	17	60	23	62	100	16	9	66	93	50	71	86	20	54	94	4	17	80	83	6	32	43	92	42	1	90
2	22	21	70	32	1	36	16	10	86	94	75	97	16	83	6	5	30	49	24	94	87	42	59	43	33	87	11	60	25	3	26	49	21	10	96	81	54	34	6	39	86	28	41	57	17	99	70	41	92	49	75	68	90	46	99	64	66	45	60	83	63	60	22	63	60	34	30	68	59	88	85	98	20	41	10	19	84	41	90	67	90	96	80	10	75	93	74	93	35	1	81	91	50	60	74	32	13	87	45
73	96	82	8	94	89	15	30	90	3	37	75	67	80	31	35	64	86	67	34	13	89	99	4	64	79	42	4	94	73	77	71	47	28	73	36	60	51	54	93	80	72	3	72	39	87	26	33	67	45	39	72	3	76	64	49	36	66	7	14	36	18	53	66	78	89	73	98	100	54	70	47	11	80	38	82	20	62	75	6	70	76	55	32	95	60	28	75	62	49	89	74	87	5	54	70	86	77	62	97
46	50	19	64	89	12	33	20	2	58	65	58	33	97	89	33	9	94	78	20	32	75	19	76	89	11	13	95	21	3	84	78	60	63	8	3	24	38	97	27	38	78	86	68	26	94	5	12	6	86	84	35	92	67	23	24	90	50	97	96	5	52	63	50	27	69	6	8	93	82	97	17	82	55	60	52	15	60	72	51	22	68	16	5	50	50	77	12	53	72	57	77	83	6	70	2	20	66	70	79
29	69	97	15	13	29	68	71	29	67	1	29	50	74	9	59	53	65	3	95	92	94	95	53	27	59	36	36	33	61	99	57	94	5	16	82	33	81	45	1	41	61	66	89	71	50	20	26	45	63	46	98	1	53	38	6	24	79	74	76	84	34	33	88	37	97	92	46	85	73	84	21	75	79	1	44	31	98	31	45	64	18	75	38	19	16	33	45	45	88	17	41	32	63	66	52	95	74	71	6
82	46	65	99	52	75	98	49	33	54	39	55	82	27	33	49	50	7	72	94	23	51	67	93	84	34	94	57	80	70	40	62	45	94	97	91	49	87	21	42	78	56	68	82	50	17	3	72	94	40	6	46	43	56	98	16	48	40	56	82	84	80	27	100	30	31	82	9	83	60	87	33	94	55	26	35	58	24	13	28	32	19	41	77	76	94	37	71	81	42	3	18	7	35	75	49	81	32	82	49
73	3	57	27	75	87	64	24	79	9	46	55	100	2	62	94	21	39	55	62	94	58	19	93	35	46	4	15	92	96	47	50	46	45	75	85	78	66	92	73	84	80	51	51	76	38	48	90	25	9	17	7	20	13	20	23	54	34	19	43	36	87	38	74	28	23	71	91	85	40	1	59	44	29	64	92	76	13	98	37	85	33	67	33	18	62	23	24	53	64	7	88	30	52	57	30	63	7	2	95
11	35	69	83	23	3	37	18	62	42	93	72	46	95	73	86	48	76	24	35	38	93	51	19	94	5	78	4	39	70	59	11	38	19	32	41	62	22	42	50	6	18	20	43	71	7	27	41	89	47	46	76	80	9	26	54	75	94	15	91	54	51	96	46	1	31	78	34	5	72	18	96	11	8	59	42	53	63	74	38	43	89	4	30	67	7	87	94	73	32	38	97	86	43	52	40	50	35	10	45
95	44	34	17	10	54	15	78	98	54	52	51	65	6	76	50	35	86	58	57	28	95	57	11	4	46	96	13	41	10	81	43	52	25	39	83	69	50	6	25	72	89	10	14	92	93	83	8	77	10	77	100	97	54	14	26	57	88	92	2	37	70	89	26	86	27	50	69	87	37	26	1	9	35	63	2	32	98	34	83	19	66	4	57	74	78	51	33	67	66	82	12	80	86	38	22	100	95	35	22
35	47	29	69	78	57	59	92	39	40	65	59	63	51	47	12	53	65	30	83	17	42	33	39	72	35	70	23	44	48	50	94	68	63	100	37	3	77	100	5	3	23	63	11	24	17	71	8	73	43	39	95	44	89	97	39	66	14	66	22	33	3	66	78	24	36	95	100	88	18	13	44	17	48	24	50	20	84	85	7	63	17	10	32	92	10	39	92	47	66	86	15	66	74	32	17	54	24	19	45
30	82	97	67	68	91	34	15	71	65	56	74	36	49	45	52	61	80	79	87	33	35	46	66	85	34	26	53	90	53	86	36	3	67	68	62	27	28	56	37	61	33	69	39	38	42	92	13	20	77	93	81	15	57	46	53	9	62	36	39	18	97	47	6	23	65	34	67	96	9	74	88	94	41	40	17	4	64	3	36	13	39	67	47	30	90	84	80	54	76	10	1	6	22	64	12	26	34	79	35
80	88	45	85	33	39	31	81	85	32	48	54	59	98	1	82	72	89	73	67	68	16	51	38	10	4	18	42	49	55	19	54	17	97	2	48	60	34	3	63	32	25	10	21	21	93	61	47	54	39	25	54	64	6	84	60	11	92	82	7	19	72	69	78	27	12	98	70	44	70	20	82	96	48	29	22	56	22	41	72	14	60	22	17	32	7	84	63	48	95	93	12	11	49	66	9	66	56	11	73
34	15	30	92	67	42	80	80	43	85	60	22	61	23	64	86	8	83	48	50	55	85	91	86	88	23	70	90	22	83	59	24	54	99	14	27	83	17	69	48	51	30	34	19	43	85	84	23	63	84	45	13	37	6	28	53	57	59	5	67	50	94	100	86	60	9	79	60	25	81	94	3	31	73	15	43	62	42	7	77	81	30	9	42	62	55	38	15	51	57	77	55	23	53	11	95	89	96	53	56
30	75	52	66	6	4	88	93	46	34	82	72	33	30	87	46	16	90	11	74	15	12	75	85	69	31	76	100	24	96	25	14	41	53	13	14	8	92	15	72	78	49	9	83	2	58	4	52	2	38	43	41	55	97	96	26	100	16	4	87	21	8	53	28	37	12	83	51	27	19	14	12	80	10	64	77	75	25	41	56	85	36	92	59	24	69	56	70	45	30	39	11	27	96	89	72	91	15	69	54
21	13	87	90	92	54	91	60	24	86	5	64	42	37	52	3	33	19	26	6	1	49	57	54	13	92	16	94	47	49	64	35	83	86	87	65	70	30	46	13	13	45	2	9	35	17	32	8	40	24	84	95	13	98	64	48	86	44	39	81	54	79	76	100	79	62	49	20	67	25	59	97	94	14	7	85	15	82	12	78	4	86	89	15	1	97	60	59	67	51	81	53	61	8	56	39	50	60	50	7
42	61	57	37	51	83	24	9	100	98	15	14	74	6	58	11	63	10	61	81	56	84	58	80	63	64	40	98	25	90	89	57	27	28	7	36	52	100	93	78	56	11	41	24	50	47	30	10	32	21	18	9	86	33	66	3	35	52	75	40	71	14	96	48	21	42	92	27	73	64	33	68	13	39	34	100	94	89	59	14	69	54	92	60	5	21	96	58	23	3	28	47	18	46	8	74	73	26	98	46
54	75	22	96	87	26	63	46	100	65	70	48	3	56	30	94	65	74	92	52	41	94	66	93	47	22	72	35	17	18	24	10	47	42	53	78	64	98	47	96	80	100	26	21	52	19	44	77	31	94	51	70	100	74	5	95	73	96	24	70	26	71	25	94	2	94	22	5	24	7	70	86	71	11	10	35	20	77	100	81	9	30	80	67	54	42	68	6	86	30	14	41	71	2	20	16	83	92	12	94
96	100	41	66	87	3	53	46	9	39	77	96	66	55	52	23	16	88	22	96	22	1	24	24	19	43	43	7	40	69	71	30	32	5	43	68	20	44	93	23	1	26	5	9	1	24	4	21	39	62	52	55	67	12	3	39	35	24	39	8	60	32	33	77	19	90	46	19	34	93	53	95	42	19	31	71	84	56	28	60	35	57	84	16	79	24	81	13	56	8	26	98	42	57	74	67	100	30	17	10
38	79	20	32	23	12	77	41	77	96	86	89	59	93	76	48	36	41	65	7	71	20	42	98	81	75	39	70	12	11	43	43	87	27	55	49	12	21	32	47	2	91	32	79	61	18	89	17	4	84	63	30	23	25	4	50	8	96	82	62	11	66	21	57	19	6	96	62	15	48	42	86	62	50	6	53	99	63	91	76	39	50	1	49	5	3	49	89	32	43	62	69	68	87	13	38	67	25	79	6
71	58	28	21	48	53	25	31	47	96	86	81	92	64	13	46	57	87	80	53	66	30	7	91	19	19	56	29	70	34	15	97	15	24	23	51	21	45	70	93	5	55	29	19	63	18	1	51	60	32	40	92	16	33	27	20	43	18	11	63	76	97	28	82	63	33	9	38	26	25	37	28	58	8	72	29	27	72	44	91	6	65	80	60	47	38	95	64	89	2	85	82	21	63	92	22	62	57	97	26
3	74	59	78	99	15	65	23	69	93	8	29	11	44	18	52	75	42	92	21	92	9	58	52	51	95	27	92	87	65	46	74	94	25	95	28	51	88	4	21	28	61	44	39	44	19	32	60	49	37	40	92	59	42	97	68	14	65	16	27	40	24	74	59	16	6	32	31	29	89	68	40	75	89	9	72	82	68	21	29	81	49	83	82	67	19	91	11	62	9	70	69	30	63	32	24	17	56	67	30
70	88	57	37	37	51	40	53	47	47	26	8	67	30	6	98	29	43	72	6	3	80	61	37	98	62	29	81	10	53	50	68	30	27	71	57	64	49	71	87	9	58	1	74	53	25	4	24	18	19	71	35	54	57	5	32	86	71	29	93	34	47	74	18	3	43	3	45	39	94	22	92	25	83	76	52	11	21	57	54	43	27	58	80	24	12	28	30	44	55	16	11	30	57	46	48	55	83	34	75
46	19	43	39	49	98	87	64	14	13	5	55	69	4	17	6	58	27	32	50	82	28	40	29	29	86	78	72	18	2	93	39	95	14	75	1	72	43	59	35	93	19	77	23	21	47	15	65	13	60	50	3	80	36	52	90	48	24	61	8	92	20	87	17	76	65	71	95	96	58	39	34	58	10	8	27	35	37	42	63	30	12	91	10	12	59	54	49	21	17	69	82	62	84	19	89	93	56	60	21
35	20	35	83	46	30	31	40	91	41	26	61	27	100	85	60	22	57	50	95	79	100	65	62	51	8	83	2	95	17	66	70	14	75	30	78	96	27	71	15	29	76	89	78	98	7	5	35	73	81	32	81	72	23	39	62	61	73	54	96	28	64	63	25	18	66	42	94	43	59	6	72	64	56	45	71	89	1	17	22	87	73	70	31	87	79	47	84	4	6	58	62	1	44	48	37	10	22	1	25
71	7	42	41	96	77	67	62	54	1	49	69	91	54	64	33	48	63	43	86	78	76	16	36	59	26	57	82	71	40	77	43	98	36	13	78	78	70	9	65	44	5	27	74	52	57	10	24	31	72	34	83	28	57	42	10	56	39	19	61	6	15	43	31	63	5	5	38	12	89	68	33	34	9	41	83	24	25	70	91	75	61	76	73	35	55	81	30	74	79	2	23	12	94	17	4	23	29	72	95
89	31	29	68	97	89	79	4	25	13	7	46	28	25	88	63	38	81	69	46	24	81	31	33	52	90	4	93	18	3	66	75	4	84	96	35	52	71	66	6	11	34	53	56	6	96	72	68	25	18	45	46	88	87	90	31	49	48	14	25	53	1	81	40	35	11	80	60	94	16	47	55	12	37	83	42	63	73	90	9	60	36	25	72	16	95	80	49	56	25	62	32	98	56	64	51	16	17	32	99
56	11	66	59	71	77	71	9	60	58	68	95	64	38	79	52	44	35	4	52	72	54	10	95	58	50	15	39	94	95	77	28	63	17	31	81	3	75	34	45	27	18	44	9	91	84	5	22	25	7	91	97	32	78	83	3	11	52	22	30	37	4	72	2	45	29	90	51	10	1	52	75	55	81	62	61	70	18	67	17	22	3	54	9	5	68	19	60	80	9	5	49	31	63	90	82	100	38	39	43
68	42	45	98	99	20	79	37	85	69	6	9	81	94	2	41	36	6	79	11	93	96	72	58	9	87	62	61	76	34	74	80	16	39	18	88	93	52	56	93	57	27	32	43	86	84	89	21	16	28	7	2	36	23	21	55	5	78	10	84	44	61	4	99	35	74	55	38	64	13	74	81	85	62	4	64	83	73	55	16	59	96	42	21	14	86	99	30	40	79	87	27	70	20	40	29	21	32	36	71
35	66	45	86	33	15	40	22	83	100	75	62	35	55	14	82	99	22	95	93	87	12	78	31	49	95	1	30	98	42	27	78	15	59	86	29	65	65	97	44	98	4	77	17	33	57	42	67	56	95	38	46	64	84	47	94	100	40	89	41	63	23	17	57	92	1	10	96	66	83	49	83	32	36	78	14	74	74	47	68	84	64	48	93	39	59	15	19	80	65	54	61	68	38	8	48	40	100	74	77
5	59	39	84	64	80	43	34	49	14	70	41	74	62	25	100	83	94	72	97	94	37	73	46	36	98	44	59	11	74	43	85	62	55	61	9	66	42	77	100	81	29	25	26	94	22	8	47	23	91	39	88	68	71	57	66	50	45	61	26	16	79	43	72	32	86	23	70	42	23	1	99	65	23	43	98	18	28	75	61	68	29	20	71	9	46	72	97	19	52	71	53	2	34	61	30	4	70	75	86
78	50	100	30	93	71	87	70	46	49	61	25	18	41	18	81	41	90	72	38	91	39	46	40	54	61	65	79	8	20	83	54	12	60	93	8	39	6	20	31	35	92	9	13	90	14	18	46	45	56	88	64	95	45	24	42	5	63	9	42	56	46	100	23	35	88	14	97	50	10	14	7	23	55	100	41	62	73	69	24	72	50	46	88	46	41	19	15	31	65	37	95	13	59	21	46	26	16	80	100
