278707	272287	226078	293376	262589	240024	266842	263720	291435	301247	275949	279822	266718	279607	244843	268926	250542	299283	292436	282767	252558	311326	271046	260695	278898	247195	261905	298662	256159	262878	301630	278679	261563	266147	244970	270795	271889	283240	301665	270061	252328	279200	267360	254796	263471	266728	256602	263802	270729	262133	263911	277817	281987	271884	259662	257676	254742	285160	266626	265200	262084	243122	308677	272525	268707	268289	294526	273016	254747	279784	268920	289616	265819	249417	290107	253064	285138	264599	225921	270909	280443	243856	268718	288388	304099	278619	266592	280209	271434	265812	279827	255576	267650	270976	261698	224950	277479	299248	274635	292930	
282361	271079	233602	315205	265119	241898	284575	259279	316427	298933	258647	276846	285663	265494	226156	258874	252263	278844	293426	269825	254442	306612	271965	271681	273812	261461	292430	304419	253223	263199	304886	285293	266933	269006	272803	282475	263481	287162	286456	278408	248213	281887	239413	241805	278284	253535	243230	243423	261323	247954	258302	280943	274780	280510	255862	246767	255012	289039	265183	278132	284438	254082	304534	285281	252814	269939	280556	260713	271157	280982	273115	299672	277106	249516	255052	251975	261747	265973	221695	262535	270283	262930	277704	286910	282400	278925	263737	274230	268399	257115	289157	246002	270015	274341	258173	214390	277373	278838	275417	281383	
288799	279261	225433	272370	244564	214676	260444	260935	282385	278779	263290	274203	273524	270867	230341	259811	227977	281680	290690	263335	232289	295881	248983	261957	268248	236417	250293	271961	272491	245175	301223	256951	244737	248839	259084	265736	242439	283842	274062	248643	249638	259039	238787	233188	271285	262145	255782	248793	251864	257131	264291	260751	285323	258283	256219	234897	251776	262430	260600	257400	253256	233046	284358	261351	258185	253292	275658	271651	264668	264165	255757	285183	273298	236592	266204	246838	261025	263208	223396	251488	257229	244936	257061	267401	268960	274627	247155	272820	262762	255382	256403	231387	262270	245405	255507	225693	272128	258320	258693	275312	
245264	254143	227475	286756	249618	234310	260122	237445	283278	274133	247339	262332	252900	264724	224266	255309	246653	266339	254488	270506	252404	276589	264134	244948	266659	248455	246273	269303	238755	268067	278355	272634	258584	254174	240744	238589	262589	270441	263099	251567	236832	263433	249317	212072	258801	246888	231320	228847	249548	238511	238693	258678	268290	236371	253000	245182	243066	267733	242647	234803	267416	235928	302464	268062	231892	252061	290610	251453	262308	265264	242484	286601	258758	230202	248773	259514	265599	252459	211295	235594	253873	214599	259920	275498	288014	263997	236782	252559	253686	247360	258854	254460	243886	245962	252619	224594	276803	283437	238352	256970	
266534	252915	222778	285979	275927	241508	257951	239931	290455	273931	286279	295051	263523	263878	246332	255140	237627	276242	274196	275328	241890	295377	246984	253155	253646	257835	245651	275402	244725	241195	283043	278470	263539	262815	248150	280249	265109	273569	282939	257828	238572	283586	259580	240387	265607	259535	243683	243331	232418	241290	263977	270141	263465	266306	250577	252264	245979	284014	244674	251027	255111	246522	289090	255270	260016	246998	296926	259685	269971	272891	243196	281305	263586	228560	272509	252521	282418	246232	217772	265931	266967	250167	266479	276777	274962	269176	264397	262132	248259	238075	275483	256853	272093	265494	269763	223245	270360	262080	264298	288432	
276260	262791	242258	298985	258540	242174	273234	269961	292826	281577	271315	272006	294164	285253	248281	270094	247194	290869	303531	280406	263401	310555	277227	260816	287381	246460	273795	309152	264448	273192	298560	293225	274133	271113	250228	268404	262049	280797	278604	242800	247251	273385	258765	224453	265853	263023	244843	248303	260123	260596	268357	271485	282400	276359	274360	251044	257654	276587	252148	256770	266329	261872	311583	271840	252768	272808	297679	273831	283649	265556	262767	290367	267006	234469	265066	267444	282046	269475	228963	250185	278034	248749	269667	292135	267781	284821	279710	275446	272134	276046	271386	266036	247652	270224	267922	236196	275632	279261	266093	271280	
257428	249911	202863	264300	243261	214557	245406	240407	272251	265071	244783	254473	269890	245025	210956	240012	205884	252490	273240	245665	248030	274733	240393	231582	245773	235325	234417	260707	226489	251850	275045	258018	229104	226936	223122	247986	223370	270456	267305	236618	228576	247060	232426	215709	223292	238701	234570	236647	233701	245502	226649	232506	261937	232401	237048	214735	227623	252008	236830	237115	236945	227725	274832	255167	218921	243144	257269	244017	255150	245270	247933	275164	240516	202862	239290	227371	260167	236317	217337	244946	229611	231021	251769	252971	251977	250408	243315	246739	241856	253048	236950	234926	236600	238226	235108	206114	249811	245350	246358	268735	
270981	265189	230715	280522	247496	221505	262182	242503	272525	273888	261009	281201	277338	251068	237173	235731	236700	271316	293957	265549	257656	303204	245991	252381	256285	259460	258058	290800	229089	248086	306198	263685	253062	246041	249987	248729	238258	284005	269345	245158	243848	254715	245685	232304	267865	250970	230437	231121	246086	246548	259761	265820	277172	279034	261746	239039	244803	271804	240474	258909	277619	236406	292817	246770	232035	256294	271242	264636	265162	279952	257647	288603	258192	207083	260407	241741	267113	245703	215816	266994	252282	242222	269697	270322	273913	283888	248400	257200	250219	236467	258325	244682	267124	265994	259554	217556	259422	263290	281929	274029	
237673	237557	200406	252955	233964	202759	247372	232010	260380	265072	235184	248702	249562	246467	221137	228764	200285	259534	243786	242377	231159	266378	236089	228464	234297	222070	225283	245316	221349	222907	254319	238584	229771	230883	224795	237606	238668	251423	243270	244923	211061	260607	212214	205403	247108	222664	223924	217787	221512	232720	234039	233656	248728	228017	227632	214851	224829	249504	227722	235887	218219	237998	270071	242345	230342	231775	250376	237327	233953	238887	234645	256003	247439	203815	227202	235545	246090	231935	198201	239868	232270	222817	236009	247280	263926	241221	234876	238476	236310	231283	252569	225148	234449	238083	223842	196827	252006	239286	235781	242093	
263576	230541	213869	267223	237561	221360	252819	243089	274427	284788	261642	264072	248663	258223	235894	239131	234748	265555	256978	242373	233649	298428	239430	246769	256479	227352	240798	267713	230545	227151	277078	253911	261149	248841	232658	252336	245752	255725	263199	262010	207272	264340	235574	221110	248600	250731	237067	238208	232092	234104	234390	259697	257005	252697	230017	225491	223264	260969	245746	252384	246853	242382	281562	244602	229966	240976	270746	245292	244938	253996	242020	262996	258761	226272	259031	243771	250795	252470	217761	235269	250038	234079	242498	265093	270952	266502	252916	258263	239552	249171	261865	223801	241584	247304	236256	209277	243721	262910	250884	260890	
269856	268252	232708	292033	261902	225377	258912	245454	298539	289528	282046	289245	269979	268802	239624	259974	250209	280543	276705	293132	239926	289813	250372	250649	254079	243454	268225	284587	245717	273231	292800	272726	256775	244528	246780	257918	252430	270333	281453	250797	233755	264456	245575	228243	271346	252015	247211	255965	256142	244064	259372	276230	283123	246584	262998	244100	245179	260336	237193	246418	259675	237800	308632	274365	254016	268835	292664	256763	257134	273103	256973	274017	248722	243243	274722	250153	273200	249582	224186	255536	261933	241952	269490	275758	287755	278063	270755	260392	261278	248712	268624	249068	268832	282574	267158	226563	272547	271057	260002	274587	
288846	277002	221987	287023	259665	236913	277889	252722	301714	290571	282540	281829	281789	265556	231600	262308	232771	283844	284639	269601	250083	310002	273249	266577	288201	257814	263619	291273	249090	262664	281958	271156	261447	258745	260289	276044	262665	279505	272428	267817	265329	278432	252707	240417	257153	259111	258133	235522	259807	251851	262744	267807	273695	266169	254706	239569	266409	270954	258725	271101	270836	258778	312425	277865	247787	249533	294822	272459	264826	267343	265558	292121	267905	232350	267937	241799	280596	270494	226241	268401	256217	254360	256952	282342	277509	277039	262910	285174	252557	257314	287612	250379	274881	275022	252755	227065	287649	270522	275828	271058	
283079	258089	233834	291855	261195	236039	256164	262986	293463	285219	279971	282049	281652	274388	247501	258520	240664	281663	277886	275633	246397	296723	266281	250621	270760	258909	264711	288281	250516	268068	295972	271700	265079	253985	249669	260513	257427	278109	278594	259609	248731	267907	251683	230263	265579	269495	251604	249355	268619	255797	253539	275018	272787	255452	255425	251239	250199	286242	242051	246550	261998	238257	305460	280203	257280	250844	302587	255649	263491	267596	250869	282832	250666	230273	259781	261088	282575	266094	240555	251627	272119	256761	259329	283343	288785	268374	280693	271703	269012	267097	276051	256204	252281	261444	264697	227820	280618	277059	250016	286076	
273321	265158	217333	275657	250113	230936	253414	240068	290704	281357	271014	278139	267290	272879	230945	250464	219378	291040	274374	285439	231175	272422	253481	249862	258971	223247	236801	266681	251835	254241	284183	279799	242375	239194	226225	262288	249151	264050	297666	255283	238377	261617	256259	230225	262076	247226	237681	234158	260361	243952	257148	256843	258651	243360	238178	235481	249612	283112	243203	244169	263515	235291	280398	258842	241512	240642	288751	254896	251416	271677	245316	284097	258133	245890	268505	253041	260668	234226	215993	250621	252572	237641	248579	272131	270301	260880	254753	264670	254482	239584	257752	239107	249480	267663	264065	222556	275577	262325	259274	254800	
290246	263381	235183	297823	243764	242111	276453	258874	298043	280394	274545	275334	292832	282897	254162	266260	242922	294467	285324	296681	268270	318363	291232	261740	290645	251528	287941	271932	250334	282695	304482	285570	261045	269349	242714	279178	268232	290554	296516	271377	261445	276288	255213	242043	274719	264998	249600	254478	270829	267036	259190	276808	274038	273635	257285	254906	249985	292221	261523	258387	285615	243570	310881	277462	250160	263782	311193	296283	268261	273022	246906	293612	277752	238764	270536	259902	288812	258008	234251	258137	290527	258142	266174	278326	296024	283310	272269	292522	263819	264249	280592	268216	260102	275814	265448	245694	291036	284269	264721	272134	
288664	270613	227418	292964	265182	238749	270103	254635	310035	268049	265736	268463	276272	271392	224543	278785	240793	288133	279544	284997	242164	302279	270092	259547	272257	233930	267126	300224	245101	271070	292630	280860	259918	268222	249208	265722	255660	292120	261093	272804	255066	265894	254173	236524	267495	264115	247016	242377	260060	234902	262728	271732	283625	266000	261425	233021	259920	271900	245471	260176	261904	247591	296051	276071	245465	250737	279367	264478	256102	276823	252767	286878	270705	229123	270652	250747	259926	258900	214981	249343	264006	242441	258954	297655	286192	285428	263822	261364	256680	263694	263307	238592	259205	258150	262013	213144	286581	276853	265448	286727	
282651	261048	219177	296708	266278	229927	262647	248930	299515	274170	268136	266230	273867	274675	232527	251719	240160	297213	263446	263916	258151	293572	256280	244473	276186	249785	267230	274598	235904	267470	299515	276349	254909	254534	227255	259868	270495	281450	305505	256549	231607	266071	259657	230235	266978	253784	242158	243550	245700	261798	249903	257061	269044	248567	243384	247084	245784	275007	245902	248592	261379	232866	290279	272567	244181	263621	289028	258862	263059	286474	263080	277209	252847	222550	262655	249560	282320	252506	214491	247028	263671	233125	251167	278345	289032	262565	250921	265543	256554	250186	271579	263586	258366	263582	260011	208082	272710	288832	261969	275540	
262672	253271	211394	278424	237461	216927	262970	243072	270866	250507	249348	262026	251776	248621	218190	240273	228602	278643	263505	239383	218107	274979	245362	241940	256341	233935	239668	255737	240286	248615	280532	255291	241899	238040	250530	249451	251124	258056	262708	246021	229469	263324	225914	223600	246559	229317	232748	221784	225204	241160	241313	251298	251721	237223	244775	221589	238017	254127	233803	230919	236633	231170	284723	254893	227751	245860	277316	255444	250245	252560	223023	271960	249028	223506	245665	239817	247267	229638	201104	235690	242147	238506	243678	258226	266773	246702	240951	249322	232127	242075	254510	233155	264976	255656	252116	205019	259521	259992	243524	259778	
278251	269100	217132	300742	253829	239259	269233	259711	308531	302945	274879	287110	280952	286649	234823	242506	246132	272306	291978	284205	259602	314278	258412	256586	287902	240480	277003	283658	268738	260656	290170	278108	263219	255197	225656	283976	257268	274133	273691	262034	239664	285912	256781	238920	275548	274284	248301	257581	265295	253530	244151	262634	284568	257475	261209	245216	248604	300229	272172	260949	277311	267463	315658	262618	254278	256478	290992	257580	279747	277670	260881	301845	268818	244040	262687	260567	276573	264637	228399	252189	269086	257028	265504	291184	291720	277876	277760	277717	265027	269634	266230	247562	260362	270497	268346	223476	276019	287955	272340	284480	
243766	243845	217538	260517	230545	202012	245526	221174	247872	241914	233195	245970	245188	243588	193961	216922	231550	255598	256818	230464	207092	277643	233149	227716	249077	221766	230577	253967	228062	232124	267038	235560	234445	226743	227749	234330	227079	251324	243578	239115	221946	242088	223402	219997	244710	238647	215222	229891	235258	231933	218188	228737	249872	230361	230419	214693	220596	245893	217776	230189	234249	227856	258992	249424	224529	237639	255734	252743	230948	228587	221948	255654	238896	216153	235364	230468	238278	226131	200083	218782	241560	219067	245216	259081	257413	250093	226223	249051	223471	238744	235974	220753	245182	233142	234643	199533	245385	263816	240047	253168	
265580	239744	206557	266776	236372	205433	224591	212869	250731	243554	235951	261656	238110	240866	224968	227262	220810	260485	251765	229559	221947	277509	227403	212546	240344	233464	233983	247064	239752	225772	268724	255409	228838	240337	225847	249782	244749	258771	255553	226855	208457	255568	235946	211780	242212	238087	227079	227893	244297	220803	237389	253993	235513	231312	239111	230621	225625	255481	223427	219372	252948	233697	264697	233506	230236	236819	261225	240131	238287	248150	232629	261286	251060	208484	245159	223726	248540	230002	198775	220296	219280	227638	239756	256051	262612	270045	248600	244658	234479	216514	247328	238158	246489	232769	250104	202713	260049	253429	236340	245087	
287796	271935	242231	288264	257576	229784	277660	256317	274855	291043	270414	285412	288762	255075	242489	246906	235326	274026	304082	273488	245761	303220	247839	265102	264154	262020	257330	305741	251781	265948	302819	259987	267637	260578	255280	264148	254205	294184	253917	239913	256336	267072	243802	234009	268928	275791	259716	257788	264434	245367	267845	280671	291091	281684	278687	250539	265812	282743	236771	260837	270244	251831	303385	268379	264146	253341	297656	276546	270841	285325	266289	275875	273939	233109	270237	266427	270425	258898	215722	266889	260617	236418	261675	277101	280257	287663	262209	268245	263006	263370	264362	236858	277782	273478	258732	219042	282217	279785	271147	279722	
274192	274365	235835	293008	267391	242266	260715	239624	298239	310614	277231	293626	273279	264132	248406	267869	233543	284113	287666	276484	259350	308656	272280	271246	270500	262577	269955	290646	250113	252682	305716	279322	274706	266528	268191	286010	251523	293161	299668	273918	248006	289577	254297	248204	275785	270047	251513	256169	260127	252808	269391	277269	285802	279140	238113	247293	261833	297344	263295	276992	293625	257383	310964	272977	256678	266631	293939	272164	263091	295614	272193	303663	278783	249914	266853	254887	281466	261989	224065	278491	267485	273490	287948	274321	281066	278311	269031	265422	265595	245567	288074	264992	285286	271836	275123	238170	283348	272083	266777	274774	
248974	248377	220993	255584	236408	212621	238132	245203	275168	259887	240951	273482	255486	250849	217562	239946	231309	257693	263378	258902	238054	283887	242851	235771	240195	230904	240698	262503	223397	241259	278296	257085	242872	239636	233940	245543	228764	274028	242047	250250	215357	245615	231738	219163	250877	254105	228473	216538	225854	227482	243317	261121	255947	244973	253844	221758	221112	264166	228379	243252	234889	220663	284809	242972	231485	249507	273888	241074	248579	240826	237209	266217	255435	210811	236378	228205	254094	236439	203598	239974	235480	220910	254125	255994	247438	256671	248201	249008	236462	245352	253177	237389	246128	248551	231794	201366	262973	250175	234428	247943	
254639	237297	207557	255202	245545	236665	252944	240001	280322	263109	253220	248987	254675	246415	216486	242934	226934	267669	250235	257209	223800	272409	252109	226246	254506	238593	236860	269600	220197	245878	264493	253707	231315	228048	233226	235193	230562	252733	261055	240083	233565	256219	224226	215239	244037	244291	229383	223047	230040	227576	239093	246353	263627	237915	235198	220915	234831	261696	221670	233114	235344	210955	282546	249362	238889	230824	264626	254245	258850	240585	229549	264202	225013	224430	253162	232038	255510	245266	216435	234453	247151	215784	243814	263387	259742	251282	239252	246360	247525	251599	247440	229516	248481	264492	234125	209077	258102	261163	235484	266810	
259963	249021	217678	288570	236618	233851	249687	244274	278734	266313	271482	274734	257278	258256	230819	256798	242777	276246	269707	268317	237877	294341	257877	247981	267695	237785	258525	264952	243182	236450	289186	259695	246244	249569	261553	261084	232997	265454	250527	239444	225559	266803	242738	231120	246262	264787	246020	236196	252578	242680	250198	274597	270825	251307	251421	230162	236581	280286	238086	254901	246672	241259	303978	252975	239218	239571	265746	272258	263762	258937	240296	275588	246424	221959	243881	225426	253747	258384	225014	248678	251040	247271	261155	268064	268075	265747	253389	268538	240073	245938	247699	239649	269857	256394	247805	204395	269855	263083	255613	263283	
265921	240309	219410	274194	254027	236443	261771	246547	280848	271333	253811	264029	263020	246732	231876	244179	232923	280918	272857	254416	232825	282146	247542	248886	259453	241011	246017	288630	233016	242415	284759	268994	251772	245114	246542	240343	238050	279499	261658	239852	231680	258839	243226	216699	240193	258197	235613	228054	252711	240110	250699	262504	274821	247259	257271	226513	243032	263108	239990	243140	249213	231612	300288	261909	231774	241339	266189	250707	264446	249624	256227	270296	237885	239189	244282	238599	248204	241541	223892	239778	234630	229869	250668	262931	262664	263635	255882	251069	249959	243100	260512	227421	245305	249826	232417	220014	267856	265399	249303	257647	
284230	249407	224331	286248	240093	234377	267602	252416	273608	280450	257643	282053	271538	253461	240536	263925	240493	286183	275985	269495	240834	292325	249716	239344	264868	245783	257170	271300	245679	250715	287436	255193	250972	261044	260351	280293	249876	277943	269635	242311	243288	286306	236403	232890	264791	258499	254431	247149	258781	254513	258313	271857	271764	253961	263552	238437	237258	275704	246245	254436	263592	235266	305430	258295	261024	255021	282080	259891	276849	277054	259148	282510	271723	233775	247563	255220	267555	241320	229860	251454	253203	241146	258483	273822	284294	281047	256133	262884	254832	266851	251833	243003	260461	259362	243008	222789	269195	270818	251442	277614	
262279	280600	232678	287141	261299	246049	261262	248700	299112	310760	267327	269858	262857	267149	244858	262132	244828	279674	279692	281425	264165	303427	267299	258178	281304	247599	262957	286752	240794	286167	297687	277053	268982	258387	255478	266747	253641	277315	304657	273710	243700	280989	258454	246003	270045	240141	256526	253322	257838	257389	245269	280693	277058	259434	247551	246323	255802	283897	246028	263117	275808	249572	323569	257188	250320	268770	293775	272458	269324	281901	251860	292108	268925	252454	272629	272883	280058	257112	228037	256666	277619	253328	284044	277456	274447	263050	270528	284291	251022	253171	267772	261309	254465	278665	270522	234420	267119	275615	267401	273179	
268193	256801	230042	270205	259696	233566	264510	236564	262391	284222	248193	262057	270524	255134	225943	235985	225836	281302	278025	269461	249610	297671	257371	236275	260874	235267	243810	267489	243275	239356	287338	273769	240989	255770	253924	249905	237957	280251	274293	250301	239351	255378	243652	222098	252348	249793	240008	242701	240854	255434	243649	250325	270494	267396	243544	230308	228593	272974	236758	248121	265113	248165	285138	248459	247310	242058	279312	257858	271104	271629	252037	263576	262290	229807	249539	244901	268256	252851	205357	243538	254766	236918	258381	275999	266390	261275	264896	254680	253114	253351	254873	251656	243818	273935	248069	210957	257927	263803	261911	252212	
278216	265767	221560	281431	248153	224408	265105	230579	283542	285024	286706	280531	275350	256907	224296	259716	233592	293697	275876	270467	239609	296622	252376	247990	254246	240404	248938	266477	243324	251913	278669	265350	255062	256187	242335	269314	259181	274619	263158	259028	238433	260129	225852	220526	277865	253779	256348	243698	246203	244674	258028	270074	267156	258734	252265	238624	241045	269510	245780	252835	258582	257775	291893	264375	256166	243808	285596	264099	245627	268982	244952	280498	274786	221901	270610	241688	266915	250225	207842	261203	249352	251583	255975	267732	276789	274050	264083	265212	256715	251507	271563	243029	270952	261622	250078	208379	259185	259021	252203	265930	
260915	254493	219942	268168	238035	225489	249283	246655	274466	269826	249181	258718	259305	265787	227700	250052	222111	269263	267444	268922	230798	291604	251160	244198	264746	232081	248650	263206	239557	261785	283888	260958	250620	263395	239759	266327	242934	264364	278217	251769	237254	261953	252587	229514	260322	234106	239413	242961	253213	242391	247491	264671	252541	247017	248178	237019	240749	265693	228357	243810	267934	255508	280067	248607	254625	250602	272911	263901	260008	257603	232750	266376	259194	220580	260888	250127	256864	246816	203613	242712	260315	233638	241902	269794	269921	269184	237653	265585	238021	242784	257864	240530	244692	233870	249854	218950	267489	262026	251768	273264	
257359	262398	230344	277085	259161	243971	276045	234331	279183	278803	255590	257483	267933	268436	222638	243515	244713	285149	280470	263539	240442	290135	267679	249363	264996	256196	258424	300034	233002	254890	286827	270425	259728	249936	227537	261583	257974	276345	265709	244720	230609	270043	246749	236380	267894	257336	238842	238315	240088	240606	250908	263185	269230	253533	250848	239177	232591	271513	250541	243500	264446	240184	287901	261218	252125	264674	285055	261279	277198	281244	253743	279932	254310	237150	242451	256505	274231	253037	197073	236519	259133	237793	255492	265334	275290	254399	265932	265942	238059	259197	261425	238400	249060	252559	256777	217278	261320	275722	265605	254484	
250188	242223	197467	250819	231138	197003	240136	221272	277830	250157	241473	245730	232092	259588	205874	225802	209970	252708	245927	253748	221056	275360	232818	240056	246071	210057	210886	240545	225695	237023	257013	233713	219895	233166	207622	250382	222888	248396	255525	229134	218070	236647	226137	209040	238052	222737	216335	207316	231230	221617	228975	239892	244300	227079	229910	212079	222513	256310	211835	235915	233513	213390	247347	243939	231188	212430	254152	235551	235174	240537	228520	249395	237694	204435	239389	219071	243347	222837	179700	219684	232784	214804	230484	249850	244502	240911	237749	248619	215873	228911	228984	221090	231312	230222	236531	203896	250367	250700	240773	236467	
302864	268476	244099	302858	281474	225999	273461	259252	297389	304562	286137	299477	275203	288207	245475	261062	253534	303211	296884	267382	261098	315676	269406	277620	284814	261166	270601	297130	287823	270045	322336	284579	274629	270117	265521	286213	271360	294404	294613	272594	243808	288382	264749	246363	274662	281668	270675	259766	283578	266126	272377	286373	289062	270097	267120	249096	255227	280961	258480	283247	273871	256030	317239	284060	261774	275084	307429	299284	261849	274786	281518	316150	283010	256614	282265	261424	282587	266806	232685	268368	273797	258715	291855	276214	306986	304859	274381	284898	268905	262307	282204	265190	274589	268334	270828	235354	285932	278585	273836	282473	
251896	249572	203018	260266	235068	204474	252025	230981	262994	280400	251725	261835	254064	250747	221454	242930	223588	245974	266824	258390	214050	290373	241014	243922	255528	232191	229014	264431	231674	230537	262946	244653	243867	225409	225413	248082	237798	250009	252422	232419	219906	248164	229921	216443	243845	229916	237821	225470	232643	246482	230841	240577	259337	242881	227894	244594	235456	264393	231084	240941	240906	230821	268542	259310	236827	231689	269731	240733	245860	262540	255017	285533	261962	234338	246587	232904	244224	245375	201332	242297	234515	221845	248250	265527	254460	252858	245537	266785	236129	251710	240998	222363	258791	252869	234569	225328	260955	260712	243506	248326	
